key,en_US,fr_FR,es_MX,de_DE,it_IT,pt_BR,pt_PT,ru_RU,el_GR,tr_TR,da_DK,no_NB,sv_SE,nl_NL,pl_PL,fi_FI,ja_JP,zh_CN,zh_TW,ko_KR,cs_CZ,hu_HU,ro_RO,th_TH,bg_BG,he_IL,ar,bs_BS
MANGO,A nice juicy fruit found in jungles. Can be used as bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILMANGO,Ilmango,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILMANGO,"Hey guys, welcome back to another scicraft episode!",,,,,,,,,,,,,,,,,,,,,,,,,,,
RAW_COD,Raw Cod,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAW_COD,Ew who eats raw fish. Can be used as bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAW_SALMON,Raw Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAW_SALMON,Ew who eats raw fish. Can be used as bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUFFERFISH,Pufferfish,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUFFERFISH,Is this safe to eat? Can be used as bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDFISH,Goldfish,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDFISH,Mommy can we get one? Good bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_GOLDFISH,Gold Goldfish,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLD_GOLDFISH,Not to be confused with the elusive Gold Gold Goldfish. Top tier bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUID,Squid,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQUID,A small piece of expensive squid meat. Top tier bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAFOOD_DINNER,Seafood Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAFOOD_DINNER,"Oo la la! Top tier dinner, top tier bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_SQUID,Emerald Squid,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMERALD_SQUID,"A small piece of squid meat stuffed full with emeralds, if it wasn't expensive before it definitely is now. Top tier bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_WORM,Vulrinth Worm,,,,,,,,,,,,,,,,,,,,,,,,,,,
VULRINTH_WORM,This worm is living lavishly that's for sure. Top tier bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOWING_WORM,Glowing Worm,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOWING_WORM,A worm infused with magic. Super bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYING_FISH,Flying Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYING_FISH,"A fish that learnt to fly, can be made with magic. Super bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOWING_COD,Glowing Cod,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOWING_COD,A cod infused with magic. Super bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIMP_SHRIMP,Shrimp Shrimp,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIMP_SHRIMP,I think it's just a normal shrimp. Super bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYING_SQUID,Flying Squid,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLYING_SQUID,A squid that learnt to fly. Super bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE_RINGED_OCTOPUS,Blue Ringed Octopus,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLUE_RINGED_OCTOPUS,An octopus infused with magic. Super bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR_FISH,Star Fish,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAR_FISH,"This alien species evolved to protect their comet, not to be confused with starfish. Super bait.",,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVIL_RAY,Devil Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVIL_RAY,This ray flew from hell. Super bait.,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND_VANE,Wind Vane,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND_VANE,Allows you to summon or clear any gusty weather.,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIN_GAUGE,Rain Gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAIN_GAUGE,Allows you to summon or clear the rain in the skies.,,,,,,,,,,,,,,,,,,,,,,,,,,,
THERMOMETER,Thermometer,,,,,,,,,,,,,,,,,,,,,,,,,,,
THERMOMETER,Temporarily changes seasons.,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDIAL,Sundial,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNDIAL,Temporarily changes the time of day.,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATH_MASTER_ULTRA,"20"" Path Master Ultra",,,,,,,,,,,,,,,,,,,,,,,,,,,
PATH_MASTER_ULTRA,Digs paths like never before! I refrained from calling this an edging shovel.,,,,,,,,,,,,,,,,,,,,,,,,,,,
